order_id,order_date,store_city,region,category,sub_category,product_name,customer_segment,quantity_sold,unit_price,unit_cost,discount_percent,total_revenue,total_cost,profit,is_return
ORD115394,2023-10-06,Kolkata,East,Accessories,Bags,Bags Style 184,Middle,1,2471,1494.89,0.2712874135791469,1800.65,1494.89,305.76,0
ORD115395,2023-01-03,Ahmedabad,West,Men,Shirts,Shirts Style 112,Premium,8,1195,766.15,0.32325638420724623,6469.67,6129.23,340.44,0
ORD115396,2023-05-08,Gurgaon,North,Women,Ethnic Wear,Ethnic Wear Style 5,Budget,1,3007,1853.38,0.04483908112758073,2872.17,1853.38,1018.79,0
ORD115397,2024-02-05,Delhi,North,Women,Tops,Tops Style 3,Budget,5,1667,980.02,0.059207114393646856,7841.51,4900.09,2941.42,0
ORD115398,2024-05-31,Ahmedabad,West,Men,T-Shirts,T-Shirts Style 135,Middle,2,2454,1482.69,0.0971705100081039,4431.09,2965.39,1465.7,0
ORD115399,2023-02-01,Pune,West,Accessories,Watches,Watches Style 105,Middle,4,3384,2312.19,0.06729798562031566,12625.05,9248.76,3376.29,0
ORD115400,2024-12-23,Noida,North,Accessories,Bags,Bags Style 170,Middle,4,1384,765.13,0.007914505185087285,-5492.19,3060.5,-2431.68,1
ORD115401,2023-05-14,Kolkata,East,Accessories,Watches,Watches Style 127,Budget,4,2583,1472.86,0.023846058590835384,-10085.62,5891.43,-4194.19,1
ORD115402,2023-04-16,Chennai,South,Men,T-Shirts,T-Shirts Style 297,Middle,5,2563,1482.05,0.03378273728628278,12382.07,7410.26,4971.81,0
ORD115403,2023-07-10,Kolkata,East,Men,T-Shirts,T-Shirts Style 67,Budget,13,1509,1020.91,0.33388655046229465,13067.15,13271.82,-204.67,0
ORD115404,2024-03-23,Gurgaon,North,Women,Tops,Tops Style 200,Middle,1,2629,1782.09,0.06110922387633671,2468.34,1782.09,686.25,0
ORD115405,2023-05-26,Gurgaon,North,Women,Tops,Tops Style 24,Middle,2,2202,1329.35,0.023070254450573105,4302.4,2658.69,1643.7,0
ORD115406,2023-10-08,Kolkata,East,Women,Tops,Tops Style 276,Budget,14,2323,1581.76,0.3673428929569478,20575.27,22144.62,-1569.34,0
ORD115407,2024-10-26,Noida,North,Men,Shirts,Shirts Style 93,Premium,13,1871,1084.37,0.316210339691643,16631.82,14096.75,2535.06,0
ORD115408,2023-07-12,Hyderabad,South,Footwear,Formal Shoes,Formal Shoes Style 96,Middle,8,1133,765.09,0.30240990355924835,6322.96,6120.69,202.27,0
ORD115409,2024-12-24,Ahmedabad,West,Women,Tops,Tops Style 196,Premium,3,907,511.56,0.024162391458757274,2655.25,1534.67,1120.59,0
ORD115410,2024-03-25,Gurgaon,North,Accessories,Bags,Bags Style 91,Middle,1,2098,1180.83,0.022137473904624894,2051.56,1180.83,870.73,0
ORD115411,2024-01-11,Gurgaon,North,Men,Jeans,Jeans Style 117,Middle,9,1147,656.94,0.37184012747145606,6484.49,5912.43,572.06,0
ORD115412,2024-03-14,Delhi,North,Men,Shirts,Shirts Style 89,Budget,5,3598,2278.27,0.060321036925224086,16904.82,11391.33,5513.49,0
ORD115413,2024-07-18,Bengaluru,South,Footwear,Sandals,Sandals Style 255,Budget,9,2904,1810.02,0.38279420040563517,16131.29,16290.22,-158.93,0
ORD115414,2023-09-17,Delhi,North,Women,Ethnic Wear,Ethnic Wear Style 3,Premium,4,2327,1370.13,0.03340260265311895,8997.09,5480.53,3516.56,0
ORD115415,2023-04-20,Ahmedabad,West,Footwear,Formal Shoes,Formal Shoes Style 231,Middle,1,1024,710.8,0.052528890964648134,970.21,710.8,259.42,0
ORD115416,2024-11-06,Chennai,South,Accessories,Belts,Belts Style 187,Budget,8,2678,1844.72,0.2519143282185512,16026.99,14757.74,1269.25,0
ORD115417,2023-04-05,Ahmedabad,West,Men,T-Shirts,T-Shirts Style 90,Middle,2,2833,1573.61,0.09894830204011691,5105.36,3147.21,1958.15,0
ORD115418,2023-11-16,Hyderabad,South,Accessories,Bags,Bags Style 130,Middle,5,1733,1162.47,0.2799873838955372,6238.91,5812.33,426.58,0
ORD115419,2024-05-09,Mumbai,West,Men,Shirts,Shirts Style 298,Middle,1,2057,1200.85,0.019654822514659567,2016.57,1200.85,815.72,0
ORD115420,2024-11-18,Hyderabad,South,Accessories,Bags,Bags Style 131,Middle,12,3595,2409.1,0.2972819352996353,30315.26,28909.2,1406.06,0
ORD115421,2024-08-30,Ahmedabad,West,Women,Tops,Tops Style 185,Budget,2,2636,1704.05,0.06012279335119616,-4955.03,3408.11,-1546.93,1
ORD115422,2024-05-19,Chennai,South,Footwear,Sandals,Sandals Style 194,Premium,2,2396,1348.5,0.07261533764069995,4444.03,2696.99,1747.03,0
ORD115423,2023-04-28,Bengaluru,South,Accessories,Bags,Bags Style 191,Budget,1,2662,1547.62,0.08019608257101532,2448.52,1547.62,900.9,0
ORD115424,2024-01-14,Chennai,South,Women,Ethnic Wear,Ethnic Wear Style 110,Premium,6,2368,1504.77,0.3352194536751391,9445.2,9028.62,416.58,0
ORD115425,2024-05-13,Gurgaon,North,Women,Tops,Tops Style 256,Middle,1,3020,2065.07,0.0913430166141358,2744.14,2065.07,679.08,0
ORD115426,2024-07-07,Chennai,South,Accessories,Belts,Belts Style 38,Middle,6,1489,949.18,0.3966844899336177,5390.02,5695.05,-305.03,0
ORD115427,2024-03-19,Gurgaon,North,Footwear,Sandals,Sandals Style 81,Middle,3,2819,1618.8,0.09330100524481236,7667.95,4856.39,2811.57,0
ORD115428,2023-05-16,Bengaluru,South,Footwear,Sneakers,Sneakers Style 297,Premium,2,2683,1653.8,0.04327313109353678,5133.8,3307.6,1826.2,0
ORD115429,2024-11-22,Gurgaon,North,Women,Ethnic Wear,Ethnic Wear Style 149,Premium,13,3862,2232.85,0.32849465340851164,33713.6,29027.09,4686.51,0
ORD115430,2024-08-05,Gurgaon,North,Women,Dresses,Dresses Style 280,Middle,2,1053,727.63,0.059133815594687084,1981.46,1455.26,526.21,0
ORD115431,2024-10-15,Delhi,North,Women,Ethnic Wear,Ethnic Wear Style 197,Middle,10,3498,2314.91,0.3848283748343341,21518.7,23149.09,-1630.39,0
ORD115432,2023-04-27,Pune,West,Footwear,Sandals,Sandals Style 222,Premium,5,1196,759.52,0.004389375120735651,5953.75,3797.61,2156.14,0
ORD115433,2024-07-31,Gurgaon,North,Footwear,Sneakers,Sneakers Style 185,Budget,2,1971,1299.68,0.3713396855207127,2478.18,2599.37,-121.19,0
ORD115434,2024-04-14,Kolkata,East,Footwear,Sneakers,Sneakers Style 23,Middle,5,3107,2099.6,0.08886167994847805,14154.53,10498.0,3656.54,0
ORD115435,2024-11-30,Pune,West,Footwear,Formal Shoes,Formal Shoes Style 268,Budget,6,2171,1392.69,0.27463495235782603,9448.61,8356.15,1092.46,0
ORD115436,2024-03-07,Bengaluru,South,Accessories,Watches,Watches Style 203,Middle,3,826,540.7,0.03364748925161393,2394.62,1622.11,772.51,0
ORD115437,2024-10-21,Mumbai,West,Accessories,Belts,Belts Style 284,Budget,1,2993,1928.8,0.38928082394022206,1827.88,1928.8,-100.91,0
ORD115438,2024-01-27,Ahmedabad,West,Footwear,Formal Shoes,Formal Shoes Style 243,Middle,4,1839,1018.94,0.31393767684346235,5046.67,4075.74,970.93,0
ORD115439,2024-11-21,Mumbai,West,Men,Shirts,Shirts Style 43,Middle,6,3370,2297.61,0.37893160415145855,12558.0,13785.64,-1227.64,0
ORD115440,2023-03-18,Hyderabad,South,Men,Jeans,Jeans Style 169,Budget,4,2767,1698.06,0.06368337557191744,10363.15,6792.23,3570.92,0
ORD115441,2024-12-03,Noida,North,Men,Jeans,Jeans Style 17,Budget,1,1673,1006.61,0.07199463405582388,1552.55,1006.61,545.94,0
ORD115442,2023-03-06,Ahmedabad,West,Accessories,Belts,Belts Style 49,Premium,3,2920,1749.98,0.033287352141835806,8468.4,5249.95,3218.46,0
ORD115443,2023-05-15,Noida,North,Women,Tops,Tops Style 225,Budget,3,3351,1971.5,0.05587796902359962,9491.26,5914.49,3576.77,0
ORD115444,2024-12-04,Kolkata,East,Footwear,Sandals,Sandals Style 32,Budget,1,3271,2042.43,0.03283919557065436,3163.58,2042.43,1121.15,0
ORD115445,2023-06-14,Bengaluru,South,Footwear,Sandals,Sandals Style 2,Budget,4,1415,937.47,0.05420231256199869,5353.21,3749.87,1603.35,0
ORD115446,2023-02-12,Mumbai,West,Men,T-Shirts,T-Shirts Style 54,Middle,4,3564,1985.49,0.03242863275794052,13793.7,7941.95,5851.75,0
ORD115447,2024-03-13,Bengaluru,South,Accessories,Watches,Watches Style 90,Middle,1,2533,1420.38,0.09076399694353414,2303.09,1420.38,882.71,0
ORD115448,2024-11-16,Delhi,North,Footwear,Formal Shoes,Formal Shoes Style 127,Premium,12,956,554.05,0.36835524072117015,7246.23,6648.57,597.66,0
ORD115449,2023-07-10,Delhi,North,Accessories,Bags,Bags Style 244,Middle,4,3611,2491.24,0.2761103827910892,10455.86,9964.96,490.9,0
ORD115450,2024-02-06,Gurgaon,North,Accessories,Bags,Bags Style 25,Budget,2,1264,800.39,0.0850033843196224,2313.11,1600.78,712.33,0
ORD115451,2024-09-22,Ahmedabad,West,Men,T-Shirts,T-Shirts Style 256,Middle,4,2759,1534.64,0.03263755659773187,10675.81,6138.55,4537.27,0
ORD115452,2023-11-02,Bengaluru,South,Men,T-Shirts,T-Shirts Style 98,Budget,3,2795,1944.21,0.313481505362604,5756.46,5832.62,-76.16,0
ORD115453,2023-01-20,Hyderabad,South,Men,T-Shirts,T-Shirts Style 74,Premium,11,1259,719.74,0.35236576592843377,8969.09,7917.17,1051.92,0
ORD115454,2023-11-24,Pune,West,Accessories,Belts,Belts Style 270,Premium,1,3515,2421.27,0.3236060914432847,2377.52,2421.27,-43.74,0
ORD115455,2024-10-31,Noida,North,Women,Ethnic Wear,Ethnic Wear Style 7,Middle,3,1793,1079.69,0.35272300332812184,3481.7,3239.07,242.63,0
ORD115456,2023-04-28,Gurgaon,North,Accessories,Belts,Belts Style 132,Premium,2,842,580.47,0.06433675098328316,1575.66,1160.95,414.71,0
ORD115457,2023-05-17,Delhi,North,Women,Tops,Tops Style 132,Premium,1,3562,2254.54,0.014033267072811197,3512.01,2254.54,1257.48,0
ORD115458,2023-07-23,Pune,West,Footwear,Sandals,Sandals Style 198,Middle,4,1193,686.56,0.3558509912200627,3073.88,2746.23,327.65,0
ORD115459,2024-01-07,Noida,North,Women,Dresses,Dresses Style 40,Middle,2,2697,1778.32,0.3058590597241151,3744.2,3556.63,187.56,0
ORD115460,2023-04-09,Ahmedabad,West,Women,Tops,Tops Style 71,Middle,4,2927,1895.85,0.003339202545163167,-11668.9,7583.39,-4085.52,1
ORD115461,2024-07-06,Gurgaon,North,Accessories,Bags,Bags Style 131,Middle,2,2548,1532.13,0.25254742547741604,3809.02,3064.26,744.76,0
ORD115462,2024-11-16,Delhi,North,Men,Shirts,Shirts Style 185,Budget,5,2455,1680.36,0.35037630365862127,7974.13,8401.78,-427.65,0
ORD115463,2023-06-18,Noida,North,Women,Ethnic Wear,Ethnic Wear Style 283,Premium,4,893,621.58,0.04464407477952689,3412.53,2486.32,926.21,0
ORD115464,2023-04-05,Noida,North,Men,Jeans,Jeans Style 11,Middle,3,2182,1513.02,0.005253149513601407,6511.61,4539.05,1972.56,0
ORD115465,2024-04-24,Bengaluru,South,Women,Dresses,Dresses Style 244,Middle,1,1550,1039.97,0.0032790028067740786,1544.92,1039.97,504.95,0
ORD115466,2023-01-09,Bengaluru,South,Accessories,Belts,Belts Style 285,Premium,5,2648,1573.63,0.29854326856662056,9287.29,7868.13,1419.16,0
ORD115467,2024-03-20,Pune,West,Men,Jeans,Jeans Style 23,Budget,4,1662,951.91,0.0943410688271945,-6020.82,3807.63,-2213.2,1
ORD115468,2023-09-15,Mumbai,West,Accessories,Belts,Belts Style 274,Middle,1,3975,2591.12,0.07125597269456374,3691.76,2591.12,1100.64,0
ORD115469,2024-09-21,Delhi,North,Men,Jeans,Jeans Style 142,Middle,4,1721,1013.67,0.024132179135455158,6717.87,4054.69,2663.18,0
ORD115470,2024-02-10,Pune,West,Footwear,Formal Shoes,Formal Shoes Style 46,Budget,1,3177,1852.25,0.00552558731203503,-3159.45,1852.25,-1307.19,1
ORD115471,2023-04-21,Bengaluru,South,Footwear,Sneakers,Sneakers Style 90,Middle,2,3735,2319.19,0.09449341039671555,6764.13,4638.38,2125.76,0
ORD115472,2024-03-31,Pune,West,Accessories,Watches,Watches Style 98,Middle,2,2388,1445.35,0.09925898855711451,4301.94,2890.7,1411.24,0
ORD115473,2023-07-08,Noida,North,Men,Jeans,Jeans Style 60,Middle,14,3082,1968.11,0.3153436506840507,29541.55,27553.54,1988.01,0
ORD115474,2023-04-13,Pune,West,Women,Ethnic Wear,Ethnic Wear Style 228,Middle,4,3948,2712.08,0.026823497393858378,15368.4,10848.31,4520.09,0
ORD115475,2024-05-22,Bengaluru,South,Accessories,Bags,Bags Style 258,Middle,1,2266,1505.55,0.05360592059555724,2144.53,1505.55,638.98,0
ORD115476,2023-01-25,Delhi,North,Women,Tops,Tops Style 209,Middle,12,3971,2655.73,0.3822429804957965,29437.36,31868.73,-2431.37,0
ORD115477,2024-09-02,Hyderabad,South,Men,Jeans,Jeans Style 34,Budget,2,3377,1911.79,0.03077597294344475,6546.14,3823.59,2722.55,0
ORD115478,2024-07-09,Chennai,South,Accessories,Bags,Bags Style 121,Budget,1,2776,1864.23,0.3338523133206065,1849.23,1864.23,-15.0,0
ORD115479,2023-12-09,Chennai,South,Accessories,Watches,Watches Style 59,Budget,1,3753,2486.44,0.07206804849763607,3482.53,2486.44,996.09,0
ORD115480,2024-08-12,Delhi,North,Men,T-Shirts,T-Shirts Style 221,Middle,1,1000,570.32,0.09990944850233356,900.09,570.32,329.77,0
ORD115481,2024-10-16,Mumbai,West,Footwear,Sneakers,Sneakers Style 244,Middle,6,3076,2050.85,0.30633741455431684,12802.24,12305.12,497.11,0
ORD115482,2024-01-14,Hyderabad,South,Footwear,Sandals,Sandals Style 133,Premium,9,3044,1879.36,0.3284105191782601,18398.87,16914.21,1484.66,0
ORD115483,2023-08-31,Delhi,North,Women,Dresses,Dresses Style 202,Middle,3,1041,684.14,0.08130151279877419,2869.1,2052.41,816.69,0
ORD115484,2024-08-19,Ahmedabad,West,Footwear,Formal Shoes,Formal Shoes Style 103,Budget,4,3738,2288.14,0.04277775184342745,14312.39,9152.56,5159.82,0
ORD115485,2023-09-11,Kolkata,East,Footwear,Sneakers,Sneakers Style 265,Premium,3,1362,868.38,0.02466476248951002,3985.22,2605.15,1380.07,0
ORD115486,2023-11-06,Chennai,South,Women,Ethnic Wear,Ethnic Wear Style 108,Premium,12,1775,1233.9,0.2999445740943329,14911.18,14806.81,104.37,0
ORD115487,2024-08-03,Mumbai,West,Men,Shirts,Shirts Style 225,Middle,2,2280,1529.38,0.09736384089892851,4116.02,3058.77,1057.25,0
ORD115488,2024-02-26,Chennai,South,Women,Tops,Tops Style 220,Middle,4,2505,1626.74,0.033822075293870435,9681.1,6506.97,3174.14,0
ORD115489,2024-09-09,Kolkata,East,Men,T-Shirts,T-Shirts Style 11,Premium,3,863,579.14,0.07759093627958401,2388.12,1737.41,650.7,0
ORD115490,2023-04-12,Chennai,South,Women,Dresses,Dresses Style 74,Middle,3,1896,1238.51,0.037040435541558496,5477.31,3715.53,1761.79,0
ORD115491,2024-03-13,Gurgaon,North,Footwear,Formal Shoes,Formal Shoes Style 75,Budget,5,1430,985.94,0.03704987194280869,-6885.09,4929.7,-1955.39,1
ORD115492,2024-07-17,Delhi,North,Men,Shirts,Shirts Style 107,Middle,13,3165,1888.5,0.3298530965275076,27573.19,24550.55,3022.65,0
ORD115493,2023-11-08,Chennai,South,Footwear,Sandals,Sandals Style 114,Middle,12,3682,2415.88,0.28360002319688604,31653.42,28990.5,2662.91,0
ORD115494,2024-02-13,Ahmedabad,West,Footwear,Formal Shoes,Formal Shoes Style 67,Budget,1,3555,1994.51,0.010145595662977791,3518.93,1994.51,1524.42,0
ORD115495,2023-10-10,Chennai,South,Footwear,Formal Shoes,Formal Shoes Style 218,Budget,4,2512,1425.04,0.36387048539744093,6391.83,5700.16,691.67,0
ORD115496,2024-11-05,Pune,West,Accessories,Bags,Bags Style 262,Middle,12,3290,1928.98,0.3798440434461585,24483.76,23147.72,1336.03,0
ORD115497,2023-07-17,Pune,West,Footwear,Sandals,Sandals Style 135,Middle,1,2940,1798.79,0.3305417992075441,1968.21,1798.79,169.42,0
ORD115498,2023-02-18,Noida,North,Accessories,Belts,Belts Style 299,Middle,1,3683,2460.33,0.018463784841348453,3615.0,2460.33,1154.67,0
ORD115499,2023-01-09,Chennai,South,Footwear,Sandals,Sandals Style 230,Middle,10,1038,588.11,0.37920434043858275,6443.86,5881.08,562.78,0
ORD115500,2023-03-05,Chennai,South,Men,Shirts,Shirts Style 210,Premium,2,2047,1313.91,0.002630282613099144,4083.23,2627.82,1455.41,0
ORD115501,2023-03-23,Gurgaon,North,Men,Shirts,Shirts Style 260,Budget,2,3275,1934.24,0.015386047495875044,6449.22,3868.48,2580.74,0
ORD115502,2024-11-10,Delhi,North,Women,Ethnic Wear,Ethnic Wear Style 92,Budget,11,1586,901.26,0.34966917749028337,11345.67,9913.87,1431.8,0
ORD115503,2024-04-16,Ahmedabad,West,Footwear,Sandals,Sandals Style 72,Middle,3,3769,2171.29,0.0952854435382876,10229.61,6513.86,3715.75,0
ORD115504,2023-06-14,Mumbai,West,Men,T-Shirts,T-Shirts Style 210,Middle,5,3543,2367.19,0.042642316754248004,-16959.59,11835.95,-5123.65,1
ORD115505,2024-08-16,Noida,North,Men,Jeans,Jeans Style 202,Budget,5,1506,949.34,0.0059583525743121205,7485.13,4746.71,2738.42,0
ORD115506,2023-02-06,Noida,North,Footwear,Sneakers,Sneakers Style 181,Budget,5,2051,1293.82,0.0760319808808329,9475.29,6469.09,3006.2,0
ORD115507,2023-03-14,Ahmedabad,West,Accessories,Belts,Belts Style 119,Premium,5,2087,1307.45,0.054519473644300015,9866.09,6537.24,3328.85,0
ORD115508,2023-09-24,Pune,West,Women,Tops,Tops Style 79,Premium,3,1545,969.69,0.005647915813913596,4608.82,2909.08,1699.74,0
ORD115509,2024-03-21,Chennai,South,Accessories,Belts,Belts Style 209,Middle,4,3124,1882.38,0.09569046025004946,11300.25,7529.51,3770.75,0
ORD115510,2023-06-26,Kolkata,East,Women,Tops,Tops Style 23,Middle,3,3363,2082.72,0.020498212150358477,9882.19,6248.15,3634.05,0
ORD115511,2024-08-13,Noida,North,Accessories,Watches,Watches Style 227,Middle,1,2599,1666.17,0.008744665923984775,2576.27,1666.17,910.1,0
ORD115512,2023-10-26,Noida,North,Women,Tops,Tops Style 240,Middle,12,1930,1165.57,0.37277543534764473,14526.52,13986.9,539.62,0
ORD115513,2024-08-25,Hyderabad,South,Men,T-Shirts,T-Shirts Style 14,Middle,5,2995,1814.01,0.018560362543327092,14697.06,9070.06,5627.0,0
ORD115514,2023-07-11,Delhi,North,Footwear,Sandals,Sandals Style 258,Middle,8,2562,1627.22,0.30797869514240767,14183.67,13017.76,1165.91,0
ORD115515,2024-11-02,Pune,West,Men,T-Shirts,T-Shirts Style 140,Middle,5,2599,1743.99,0.29807143361510846,9121.56,8719.96,401.61,0
ORD115516,2023-09-13,Bengaluru,South,Women,Dresses,Dresses Style 65,Premium,3,2878,1725.22,0.0357218343327552,8325.58,5175.67,3149.91,0
ORD115517,2023-08-28,Pune,West,Men,T-Shirts,T-Shirts Style 276,Premium,4,1467,931.7,0.09016623226857683,5338.9,3726.8,1612.1,0
ORD115518,2023-03-06,Pune,West,Footwear,Formal Shoes,Formal Shoes Style 281,Premium,1,1327,914.46,0.027813299303791863,1290.09,914.46,375.63,0
ORD115519,2024-10-04,Hyderabad,South,Men,Jeans,Jeans Style 210,Premium,13,2158,1393.4,0.2614543812216881,20719.16,18114.16,2605.0,0
ORD115520,2023-04-25,Gurgaon,North,Men,T-Shirts,T-Shirts Style 227,Premium,3,1808,1103.44,0.041352997464709745,5199.7,3310.33,1889.37,0
ORD115521,2023-04-09,Ahmedabad,West,Accessories,Bags,Bags Style 178,Middle,3,3159,2117.25,0.08094566141658976,8709.88,6351.76,2358.12,0
ORD115522,2023-10-30,Delhi,North,Accessories,Watches,Watches Style 145,Middle,2,1136,720.4,0.2972473612811852,1596.65,1440.79,155.86,0
ORD115523,2024-10-21,Hyderabad,South,Women,Tops,Tops Style 148,Middle,4,3243,2196.79,0.28299240776472545,9301.02,8787.16,513.86,0
ORD115524,2023-01-25,Pune,West,Men,T-Shirts,T-Shirts Style 98,Premium,5,3312,2142.68,0.2695235740035859,12096.69,10713.41,1383.28,0
ORD115525,2023-06-13,Hyderabad,South,Women,Dresses,Dresses Style 162,Budget,1,1252,851.49,0.03199788953090397,1211.94,851.49,360.44,0
ORD115526,2024-08-31,Pune,West,Footwear,Sandals,Sandals Style 168,Budget,4,2291,1486.1,0.06203599833146323,8595.5,5944.38,2651.12,0
ORD115527,2023-11-01,Gurgaon,North,Women,Dresses,Dresses Style 271,Premium,14,3165,2079.37,0.3248615316235218,29915.39,29111.2,804.18,0
ORD115528,2023-03-24,Ahmedabad,West,Men,T-Shirts,T-Shirts Style 6,Middle,5,2130,1408.63,0.01861806433412603,10451.72,7043.15,3408.57,0
ORD115529,2023-05-29,Noida,North,Footwear,Sandals,Sandals Style 221,Middle,2,3769,2320.17,0.02991837050481402,7312.48,4640.34,2672.14,0
ORD115530,2023-05-09,Gurgaon,North,Footwear,Sandals,Sandals Style 168,Middle,4,2374,1355.39,0.044761656823222654,9070.94,5421.56,3649.38,0
ORD115531,2024-03-25,Chennai,South,Footwear,Formal Shoes,Formal Shoes Style 44,Premium,5,1075,639.93,,5084.88,3199.67,1885.2,0
ORD115532,2024-11-02,Pune,West,Accessories,Watches,Watches Style 187,Middle,6,1524,945.36,0.3751555131707791,5713.58,5672.18,41.39,0
ORD115533,2024-01-03,Kolkata,East,Men,Jeans,Jeans Style 244,Budget,5,2762,1931.83,0.2863619352655439,9855.34,9659.14,196.2,0
ORD115534,2023-05-04,Noida,North,Women,Ethnic Wear,Ethnic Wear Style 33,Middle,5,1798,1169.08,0.003034336524127912,8962.72,5845.42,3117.3,0
ORD115535,2023-12-04,Hyderabad,South,Women,Dresses,Dresses Style 46,Premium,3,3837,2343.46,0.04413460497131062,11002.97,7030.38,3972.59,0
ORD115536,2024-06-21,Chennai,South,Men,Jeans,Jeans Style 165,Middle,4,1447,797.23,0.07236851618585365,5369.13,3188.93,2180.2,0
ORD115537,2024-07-30,Mumbai,West,Accessories,Belts,Belts Style 49,Budget,11,3856,2282.8,0.3689269359147076,26767.6,25110.84,1656.75,0
ORD115538,2023-03-04,Pune,West,Accessories,Bags,Bags Style 91,Middle,4,3967,2751.97,0.014133672980831614,15643.73,11007.89,4635.84,0
ORD115539,2023-02-19,Noida,North,Accessories,Belts,Belts Style 295,Middle,2,878,577.12,0.053564869234620394,1661.94,1154.24,507.7,0
ORD115540,2023-09-22,Delhi,North,Footwear,Formal Shoes,Formal Shoes Style 63,Premium,5,1081,598.2,0.07856196444038177,4980.37,2991.02,1989.35,0
ORD115541,2023-09-15,Mumbai,West,Women,Tops,Tops Style 242,Middle,4,900,504.98,0.06490597869591895,3366.34,2019.91,1346.43,0
ORD115542,2023-10-20,Kolkata,East,Men,Shirts,Shirts Style 150,Middle,14,2386,1567.66,0.29188481078243816,23653.88,21947.21,1706.67,0
ORD115543,2024-03-16,Noida,North,Men,Jeans,Jeans Style 110,Budget,2,3928,2454.25,0.007812952751918822,7794.62,4908.49,2886.13,0
ORD115544,2023-04-07,Mumbai,West,Men,Jeans,Jeans Style 160,Middle,2,2665,1700.33,0.03983529453994841,5117.68,3400.66,1717.02,0
ORD115545,2024-10-28,Pune,West,Men,Shirts,Shirts Style 28,Budget,10,2082,1399.18,0.301971412696484,14532.96,13991.75,541.2,0
ORD115546,2023-05-12,Noida,North,Men,T-Shirts,T-Shirts Style 284,Middle,1,3557,2197.69,0.07148610635221163,3302.72,2197.69,1105.03,0
ORD115547,2024-02-06,Kolkata,East,Footwear,Sneakers,Sneakers Style 96,Budget,1,2661,1796.51,0.060250644885422415,2500.67,1796.51,704.17,0
ORD115548,2023-07-14,Chennai,South,Men,T-Shirts,T-Shirts Style 217,Middle,10,3913,2410.06,0.3436738615431294,25682.04,24100.59,1581.45,0
ORD115549,2023-09-22,Kolkata,East,Women,Dresses,Dresses Style 203,Budget,5,2980,1719.55,0.040455576682445454,14297.21,8597.77,5699.44,0
ORD115550,2023-04-24,Pune,West,Accessories,Watches,Watches Style 270,Budget,2,1431,888.62,0.010094069162346831,2833.11,1777.24,1055.87,0
ORD115551,2023-09-07,Noida,North,Men,Shirts,Shirts Style 207,Budget,1,1095,718.18,0.09344742510089248,992.68,718.18,274.49,0
ORD115552,2023-02-03,Bengaluru,South,Footwear,Sandals,Sandals Style 70,Premium,3,1180,695.63,0.004858984806287204,3522.8,2086.88,1435.92,0
ORD115553,2023-12-04,Ahmedabad,West,Women,Tops,Tops Style 226,Middle,3,2776,1781.48,0.04855175675228662,7923.66,5344.44,2579.22,0
ORD115554,2024-05-19,Kolkata,East,Footwear,Sandals,Sandals Style 26,Budget,3,2974,1691.48,0.07908043159177076,8216.44,5074.45,3142.0,0
ORD115555,2024-04-20,Delhi,North,Women,Ethnic Wear,Ethnic Wear Style 291,Premium,4,1278,769.27,0.03900885390974033,4912.59,3077.08,1835.51,0
ORD115556,2024-03-30,Ahmedabad,West,Accessories,Watches,Watches Style 224,Budget,2,1447,870.47,0.004043386889816469,2882.3,1740.93,1141.37,0
ORD115557,2023-10-31,Hyderabad,South,Accessories,Bags,Bags Style 81,Middle,4,2403,1629.03,0.27503264396226595,6968.39,6516.12,452.26,0
ORD115558,2024-08-01,Chennai,South,Men,Shirts,Shirts Style 286,Budget,1,3548,2460.38,0.024565988790732674,3460.84,2460.38,1000.46,0
ORD115559,2024-01-03,Noida,North,Women,Tops,Tops Style 182,Budget,7,3197,1911.49,0.38960216275904697,13660.09,13380.46,279.64,0
ORD115560,2023-03-30,Bengaluru,South,Women,Tops,Tops Style 285,Middle,3,1362,835.92,0.09249122979870561,3708.08,2507.77,1200.31,0
ORD115561,2024-08-27,Noida,North,Footwear,Sandals,Sandals Style 219,Middle,1,3087,1786.31,0.06334030424118421,2891.47,1786.31,1105.16,0
ORD115562,2024-07-15,Gurgaon,North,Women,Dresses,Dresses Style 194,Middle,6,1357,882.33,0.3477247568283953,5310.83,5293.98,16.84,0
ORD115563,2023-12-06,Gurgaon,North,Women,Ethnic Wear,Ethnic Wear Style 248,Premium,2,2257,1485.75,0.016304836887618534,4440.4,2971.5,1468.9,0
ORD115564,2024-11-21,Chennai,South,Men,Jeans,Jeans Style 92,Budget,3,1341,874.64,0.30057366052271817,-2813.79,2623.91,-189.88,1
ORD115565,2023-06-14,Noida,North,Footwear,Sneakers,Sneakers Style 261,Middle,4,925,602.12,0.009715204604609728,3664.05,2408.47,1255.58,0
ORD115566,2024-12-16,Chennai,South,Footwear,Sneakers,Sneakers Style 212,Budget,2,2115,1164.88,0.01987494186843144,4145.93,2329.76,1816.17,0
ORD115567,2024-03-03,Pune,West,Footwear,Sneakers,Sneakers Style 151,Budget,1,2611,1474.0,0.027757296254262733,2538.53,1474.0,1064.52,0
ORD115568,2024-08-10,Ahmedabad,West,Footwear,Sandals,Sandals Style 121,Middle,2,3472,2291.81,0.09766082280241095,6265.84,4583.61,1682.23,0
ORD115569,2024-11-06,Bengaluru,South,Women,Ethnic Wear,Ethnic Wear Style 65,Budget,6,3203,2063.04,0.3408466914879771,12667.61,12378.22,289.39,0
